X,Y,OBJECTID,PARK_ID,FACILITYID,COURT_ID,PARKNAME,PARKNAME_FR,CLUB,CLUB_FR,SURFACE_COLOUR,ADDRESS,ADDRESS_FR,NO_COURTS,INDOOR_COURT,OUTDOOR_COURT,LIGHTS,CLUBHOUSE,BENCHES,FENCE,PRACTICE_COURT,BACKWALL,COURT_TYPE,COURT_TYPE_FR,ACCESSIBLE,OPEN,MODIFIED_DATE,CREATED_DATE,SURFACE_COLOUR_FR,PARKADDRESS,PARKADDRESS_FR,LINK,LINK_FR,LINK_LABEL,LINK_LABEL_FR,LINK_DESCRIPTION,LINK_DESCRIPTION_FR,PICKLEBALL
-75.7382871545568,45.3446044694692,71,393,27059,3,Bob Mitchell Park,Parc Bob-Mitchell,City View Tennis Club,Club de tennis City View,Blue Acrylic,"58 Fieldrow Street, Nepean","58, rue Fieldrow, Nepean",5,0,5,yes/oui,yes/oui,yes/oui,yes/oui,yes/oui,yes/oui,Membership Clubs,Abonnement des clubs,no/non,,2018/01/17 09:10:13+00,,acrylique bleu,"58 Fieldrow Street, Nepean","58, rue Fieldrow, Nepean",,,,,,,0
-75.6728484991328,45.4524050250832,72,,35589,0,,,Rockcliffe Lawn Tennis Club,Club de Tennis Rockcliffe,Clay / Blue Acrylic,"465 Lawsdowne Road North, Rockcliffe Park","465 chemin Lansdowne Nord, Rockcliffe Park",8,0,8,no/non,yes/oui,yes/oui,yes/oui,no/non,no/non,Private Clubs,Clubs privés,no/non,,2018/01/17 09:10:15+00,2016/05/16 10:14:05+00,argile / acrylique bleu,,,,,,,,,0
-75.68733147052,45.4359855901214,73,150,3708,10,Bordeleau Park,Parc Bordeleau,Public Tennis Courts,Courts de tennis publics,Asphalt,"349 Bruyère Street, Ottawa","349, rue Bruyère, Ottawa",2,0,2,no/non,no/non,yes/oui,yes/oui,no/non,no/non,Public Courts,Courts publics,no/non,,2021/10/29 13:19:41+00,,asphalte,"349 Bruyère Street, Ottawa","349, rue Bruyère, Ottawa",,,,,,,2
-75.5186387423537,45.4524266487163,74,1005,27004,73,St. François Park,Parc St-François,Public Tennis Courts,Courts de tennis publics,Green Acrylic,"1855 Simard Drive, Gloucester","1855, promenade Simard, Gloucester",1,0,1,no/non,no/non,yes/oui,yes/oui,no/non,no/non,Public Courts,Courts publics,no/non,,2018/01/17 09:10:17+00,,acrylique vert,"1855 Simard Drive, Gloucester","1855, promenade Simard, Gloucester",,,,,,,0
-75.672584094402,45.3724028649907,75,543,3751,36,Kaladar Park,Parc Kaladar,Public Tennis Courts,Courts de tennis publics,Green Acrylic,"2554 Kaladar Avenue, Ottawa","2554, avenue Kaladar, Ottawa",2,0,2,no/non,no/non,yes/oui,yes/oui,no/non,no/non,Public Courts,Courts publics,no/non,,2018/01/17 09:10:31+00,,acrylique vert,"2554 Kaladar Avenue, Ottawa","2554, avenue Kaladar, Ottawa",,,,,,,0
-75.7618304952722,45.2827999776317,76,582,7081,1,Larkin Park,Parc Larkin,Barrhaven Tennis Club,Club de tennis de Barrhaven,Blue Acrylic,"76 Larkin Drive, Nepean","76, promenade Larkin, Nepean",8,0,8,yes/oui,yes/oui,no/non,yes/oui,no/non,yes/oui,Membership Clubs,Abonnement des clubs,no/non,,2018/01/17 09:09:28+00,,acrylique bleu,"76 Larkin Drive, Nepean","76, promenade Larkin, Nepean",,,,,,,0
-75.6959215771868,45.4337921656328,77,208,3707,9,Bingham Park,Parc Bingham,Public Tennis Courts,Courts de tennis publics,Green Acrylic,"145 Cathcart Street, Ottawa","145, rue Cathcart, Ottawa",1,0,1,no/non,no/non,no/non,yes/oui,no/non,no/non,Public Courts,Courts publics,no/non,,2018/01/17 09:09:31+00,,acrylique vert,"145 Cathcart Street, Ottawa","145, rue Cathcart, Ottawa",,,,,,,0
-75.509511380265,45.4365245361838,78,2559,52913,,Patrick Dugas Park,Parc Patrick-Dugas,Public Tennis Courts,Courts de tennis publics,Blue Acrylic,550 Compass street,"550, rue Compass",1,0,1,no/non,no/non,yes/oui,yes/oui,no/non,no/non,Public Courts,Courts publics,yes/oui,,2020/10/23 15:39:13+00,2020/10/23 15:34:38+00,,550 Compass Street,"550, rue Compass",,,,,,,
-75.6652915179249,45.3844077060611,79,,36408,4,,,Tennis Courts - Alta Vista Public School,Courts de tennis - Alta Vista Public School,Green Acrylic,"1349 Randal Avenue, Ottawa","1349, avenue Randal, Ottawa",2,0,2,no/non,no/non,no/non,yes/oui,no/non,no/non,School Board Sites,Emplacement des conseils scolaires,no/non,,2020/12/29 11:51:25+00,,acrylique vert,,,,,,,,,0
-75.9395518229482,45.163001280554,80,734,27066,52,Dogwood Park and Munster Hamlet Community Centre,Parc Dogwood et Centre communautaire de Munster-Hamlet,Public Tennis Courts,Courts de tennis publics,Asphalt,"2890 Munster Road, Goulbourn","2890, chemin Munster, Goulbourn",2,0,2,yes/oui,no/non,no/non,yes/oui,no/non,no/non,Public Courts,Courts publics,no/non,,2021/08/18 10:51:53+00,,asphalte,"2890 Munster Road, Goulbourn","2890, chemin Munster, Goulbourn",,,,,,,2
-75.6453612039773,45.4174159347198,81,48,3724,16,Cecil Morrison Park,Parc Cecil-Morrison,Public Tennis Courts,Courts de tennis publics,Asphalt,"1332 Avenue N, Ottawa","1332, avenue N, Ottawa",1,0,1,no/non,no/non,no/non,yes/oui,no/non,no/non,Public Courts,Courts publics,no/non,,2021/08/18 10:51:53+00,,asphalte,"1332 Avenue N, Ottawa","1332, avenue N, Ottawa",,,,,,,0
-75.6019083749576,45.1472002441131,82,653,27041,56,Osgoode Community Centre,Centre communautaire d'Osgoode,Public Tennis Courts,Courts de tennis publics,Asphalt,"5660 Osgoode Main Street, Osgoode","5660, rue Osgoode Main, Osgoode",2,0,2,yes/oui,no/non,yes/oui,yes/oui,no/non,no/non,Public Courts,Courts publics,no/non,,2021/08/18 10:51:54+00,,asphalte,"5660 Osgoode Main Street, Osgoode","5660, rue Osgoode Main, Osgoode",,,,,,,2
-75.7437499526317,45.3347415329968,83,1191,36406,0,Medhurst Park,Parc Medhurst,Tennis Practice Ball Wall - Medhurst Park,Mur d'entraînement au tennis - Parc Medhurst,Asphalt,"72 Medhurst Drive, Nepean","72, promenade Medhurst, Nepean",0,0,0,no/non,no/non,no/non,no/non,yes/oui,no/non,Practice Ball Wall,Mur d'entraînement,no/non,,2021/08/18 10:51:55+00,,asphalte,72 Medhurst Drive / 403 Woodfield Drive,"72, promenade Medhurst / 403, promenade Woodfield",,,,,,,0
-75.56252225606,45.4332352912113,84,514,7427,2,Bearbrook Park and Pool,Parc et Piscine Bearbrook,Blackburn Tennis Club,Club de tennis de Blackburn,Green Acrylic,"99 Bearbrook Road, Gloucester","99, chemin Bearbrook, Gloucester",6,0,6,yes/oui,yes/oui,yes/oui,yes/oui,no/non,no/non,Membership Clubs,Abonnement des clubs,no/non,,2021/10/21 15:14:52+00,,acrylique vert,"99 Bearbrook Road, Gloucester","99, chemin Bearbrook, Gloucester",,,,,,,0
-75.6687067536333,45.4273451861362,85,,36411,0,,,Rideau Sports Centre,Centre Sportif Rideau,Clay / Green Acrylic,"1 Donald Street, Vanier ","1, rue Donald, Vanier",19,6,13,yes/oui,yes/oui,yes/oui,yes/oui,no/non,no/non,Private Clubs,Clubs privés,no/non,,2018/01/17 09:09:17+00,,argile / acrylique vert,,,,,,,,,4
-75.8900527598395,45.3114617196254,86,235,27031,15,Cattail Creek Park,Parc Cattail Creek,Public Tennis Courts,Courts de tennis publics,Asphalt,"38 Chimo Drive, Kanata","38, promenade Chimo, Kanata",2,0,2,no/non,no/non,no/non,yes/oui,no/non,no/non,Public Courts,Courts publics,no/non,,2021/11/25 10:14:53+00,,asphalte,"38 Chimo Drive, Kanata","38, promenade Chimo, Kanata",,,,,,,2
-75.6414261832825,45.3996380949383,87,,36402,0,,,Tennis Courts - Hillcrest High School,Courts de tennis - Hillcrest High School,Blue Acrylic,"1900 Dauphin Road, Ottawa","1900, chemin Dauphin, Ottawa",4,0,4,yes/oui,no/non,no/non,yes/oui,no/non,yes/oui,School Board Sites,Emplacement des conseils scolaires,no/non,,2021/08/17 15:02:26+00,,acrylique bleu,,,,,,,,,4
-75.7127279700895,45.3699575604176,88,613,3755,41,Lexington Park,Parc Lexington,Public Tennis Courts,Courts de tennis publics,Green Acrylic,"1404 Lexington Street, Ottawa","1404, rue Lexington, Ottawa",2,0,2,no/non,no/non,yes/oui,yes/oui,no/non,no/non,Public Courts,Courts publics,no/non,,2021/08/17 15:58:48+00,,acrylique vert,"1404 Lexington Street, Ottawa","1404, rue Lexington, Ottawa",,,,,,,2
-75.6592649165165,45.4083631878461,89,23,27050,20,Dale Park,Parc Dale,Public Tennis Courts,Courts de tennis publics,Asphalt,"1590 Alta Vista Drive, Ottawa","1590, promenade Alta Vista,  Ottawa",2,0,2,no/non,no/non,yes/oui,yes/oui,no/non,no/non,Public Courts,Courts publics,no/non,,2021/08/17 15:50:49+00,,asphalte,"1590 Alta Vista Drive, Ottawa","1590, promenade Alta Vista,  Ottawa",,,,,,,2
-75.6903174983722,45.3663647538023,90,940,3767,50,Mooney's Bay Park,Parc Mooney's Bay,Public Tennis Courts,Courts de tennis publics,Green Acrylic,"2960 Riverside Drive, Ottawa","2960, promenade Riverside, Ottawa",2,0,2,yes/oui,no/non,yes/oui,yes/oui,no/non,no/non,Public Courts,Courts publics,no/non,,2021/08/17 11:23:36+00,,acrylique vert,"2960 Riverside Drive, Ottawa","2960, promenade Riverside, Ottawa",,,,,,,2
-75.6725548749007,45.4073225269549,91,249,3710,11,Brantwood Park,Parc Brantwood,Public Tennis Courts,Courts de tennis publics,Green Acrylic,"39 Onslow Crescent, Ottawa","39, croissant Onslow, Ottawa",2,0,2,no/non,no/non,yes/oui,yes/oui,no/non,yes/oui,Public Courts,Courts publics,no/non,,2021/08/17 13:06:35+00,,acrylique vert,"39 Onslow Crescent, Ottawa","39, croissant Onslow, Ottawa",,,,,,,2
