X,Y,OBJECTID,PARK_ID,FACILITYID,COURT_ID,PARKNAME,PARKNAME_FR,CLUB,CLUB_FR,SURFACE_COLOUR,ADDRESS,ADDRESS_FR,NO_COURTS,INDOOR_COURT,OUTDOOR_COURT,LIGHTS,CLUBHOUSE,BENCHES,FENCE,PRACTICE_COURT,BACKWALL,COURT_TYPE,COURT_TYPE_FR,ACCESSIBLE,OPEN,MODIFIED_DATE,CREATED_DATE,SURFACE_COLOUR_FR,PARKADDRESS,PARKADDRESS_FR,LINK,LINK_FR,LINK_LABEL,LINK_LABEL_FR,LINK_DESCRIPTION,LINK_DESCRIPTION_FR,PICKLEBALL
-75.6040069248012,45.4433218430702,11,377,7428,7,Elmridge Park,Parc Elmridge,Elmridge Tennis Club,Club de tennis Elmridge,Green Acrylic,"1841 Elmridge Drive, Gloucester","1841, promenade Elmridge, Gloucester",4,0,4,yes/oui,yes/oui,no/non,yes/oui,no/non,no/non,Membership Clubs,Abonnement des clubs,no/non,,2019/02/27 10:37:27+00,,acrylique vert,"1841 Elmridge Drive, Gloucester","1841, promenade Elmridge, Gloucester",,,,,,,2
-75.5379938398721,45.450851271552,12,326,27005,18,Chapel Hill Park,Parc Chapel Hill,Public Tennis Courts,Courts de tennis publics,Green Acrylic,"1556 Forest Valley Drive, Gloucester","1556, promenade Forest Valley, Gloucester",2,0,2,no/non,no/non,yes/oui,yes/oui,no/non,yes/oui,Public Courts,Courts publics,no/non,,2019/02/27 10:39:25+00,,acrylique vert,"1556 Forest Valley Drive, Gloucester","1556, promenade Forest Valley, Gloucester",,,,,,,2
-75.7332803889309,45.2708572329191,13,2508,35118,,Mancini Park,Parc Mancini,Public Tennis Courts,Courts de tennis publics,Blue Acrylic,"110 Mancini Way, Nepean","110, voie Mancini, Nepean",2,0,2,,,,,,,Public Courts,Courts publics,no/non,,2019/02/27 10:44:45+00,2015/09/17 11:36:42+00,acrylique bleu,110 Mancini Way,"110, voie Mancini",,,,,,,2
-75.6256822386461,45.3521841875424,14,1031,27047,66,Russell Boyd Park,Parc Russell-Boyd,Gabriela Dabrowski Tennis Courts,Terrains de tennis Gabriela-Dabrowski,Green Acrylic,"1735 St. Bernard Street, Gloucester","1735, rue St. Bernard, Gloucester",2,0,2,no/non,no/non,no/non,yes/oui,no/non,no/non,Public Courts,Courts publics,no/non,,2019/02/27 10:45:26+00,,acrylique vert,"1735 St. Bernard Street, Gloucester","1735, rue St. Bernard, Gloucester",,,,,,,2
-75.5259392168188,45.4745332009991,15,1053,27008,16,Pierre Rocque Park,Parc Pierre-Rocque,Orléans Tennis Club,Club de tennis d'Orléans,Blue Acrylic,"1257 Joseph Drouin Avenue, Gloucester","1257, avenue Joseph-Drouin, Gloucester",4,0,4,yes/oui,yes/oui,yes/oui,yes/oui,no/non,no/non,Membership Clubs,Abonnement des clubs,no/non,,2019/02/27 10:46:15+00,,acrylique bleu,"1257 Joseph-Drouin Avenue, Gloucester","1257, avenue Joseph-Drouin, Gloucester",,,,,,,8
-75.7986766088392,45.3626643890036,16,182,3712,22,Britannia Park,Parc Britannia,Tennis Centre West Ottawa,Centre de tennis d'Ottawa-Ouest,Clay,"2805 Carling Avenue, Ottawa","2805, avenue Carling, Ottawa",13,6,7,yes/oui,yes/oui,yes/oui,yes/oui,yes/oui,yes/oui,Membership Clubs,Abonnement des clubs,no/non,,2018/01/17 09:06:26+00,,argile,"2805 Carling Avenue, Ottawa","2805, avenue Carling, Ottawa",,,,,,,2
-75.8024688090819,45.3719642386539,17,,36401,0,,,Britannia Yacht Club (Tennis),Club nautique de Britannia (Tennis),Blue Acrylic,"2777 Cassels Street, Ottawa","2777, rue Cassels, Ottawa",4,0,4,yes/oui,yes/oui,yes/oui,yes/oui,no/non,no/non,Private Clubs,Clubs privés,no/non,,2019/02/27 10:46:45+00,,acrylique bleu,,,,,,,,,1
-75.6867597817749,45.2210698683406,18,330,27016,14,Centennial Park,Parc du Centenaire,Manotick Tennis Club,Club de tennis de Manotick,Green Acrylic,"5572 Doctor Leach Drive, Rideau","5572, promenade Doctor-Leach, Rideau",6,0,6,yes/oui,yes/oui,yes/oui,yes/oui,no/non,no/non,Membership Clubs,Abonnement des clubs,no/non,,2019/02/27 10:47:29+00,,acrylique vert,"5572 Doctor Leach Drive, Rideau","5572, promenade Doctor-Leach, Rideau",,,,,,,4
-75.8278490293817,45.3456668240167,19,283,27023,5,Corkstown Park,Parc Corkstown,Crystal Beach Tennis Club,Club de tennis de Crystal Beach,Blue Acrylic,"61 Corkstown Road, Nepean","61, chemin Corkstown, Nepean",3,0,3,yes/oui,yes/oui,no/non,yes/oui,no/non,no/non,Membership Clubs,Abonnement des clubs,no/non,,2019/02/27 10:48:10+00,,acrylique bleu,"61 Corkstown Road, Nepean","61, chemin Corkstown, Nepean",,,,,,,1
-75.6770325031799,45.4558190504415,20,,35587,0,,,Ottawa New Edinburgh Club,Ottawa New Edinburgh Club,Clay / Green Acrylic,"504 Sir George-Étienne Cartier Parkway, Rockcliffe Park","504 promenade de Sir George-Étienne Cartier, Rockcliffe Park",11,0,11,yes/oui,yes/oui,yes/oui,yes/oui,no/non,no/non,Private Clubs,Clubs privés,no/non,,2019/02/27 10:48:51+00,2016/05/16 10:04:45+00,argile / acrylique vert,,,,,,,,,1
-75.6860984573341,45.388560416882,21,,36405,0,,,Ottawa Tennis and Lawn Bowling Club,Club de tennis et de boulingrin d'Ottawa,Clay,"176 Cameron Avenue, Ottawa","176, avenue Cameron, Ottawa",18,0,18,yes/oui,yes/oui,yes/oui,yes/oui,yes/oui,yes/oui,Private Clubs,Clubs privés,no/non,,2019/02/27 10:49:34+00,,argile,,,,,,,,,1
-75.6814154247736,45.3617632046503,22,468,3703,5,Arnott Park,Parc Arnott,Public Tennis Courts,Courts de tennis publics,Green Acrylic,"691 Hartman Crescent, Ottawa","691, croissant Hartman, Ottawa",2,0,2,no/non,no/non,yes/oui,yes/oui,no/non,no/non,Public Courts,Courts publics,no/non,,2021/10/19 11:57:10+00,,acrylique vert,"691 Hartman Crescent, Ottawa","691, croissant Hartman, Ottawa",,,,,,,2
-75.614977644226,45.4521137713176,23,1178,27017,7,Birdland Park,Parc Birdland,Public Tennis Courts,Courts de tennis publics,Green Acrylic,"3 Whippoorwill Drive, Gloucester","3, promenade Whippoorwill, Gloucester",1,0,1,no/non,no/non,yes/oui,yes/oui,no/non,no/non,Public Courts,Courts publics,no/non,,2021/10/25 16:01:41+00,,acrylique vert,"3 Whippoorwill Drive, Gloucester","3, promenade Whippoorwill, Gloucester",,,,,,,0
-75.5311118626501,45.4790986199475,24,107,27010,8,Bilberry Park,Parc Bilberry,Public Tennis Courts,Courts de tennis publics,Green Acrylic,"6600 Bilberry Drive, Gloucester","6600, promenade Bilberry, Gloucester",2,0,2,no/non,no/non,yes/oui,yes/oui,no/non,no/non,Public Courts,Courts publics,no/non,,2021/10/25 13:22:31+00,,acrylique vert,"6600 Bilberry Drive, Gloucester","6600, promenade Bilberry, Gloucester",,,,,,,2
-75.6950222620777,45.3881823106935,25,,36399,0,,,Carleton Tennis Center,Centre de tennis de Carleton,Blue Acrylic,"1125 Colonel By Drive, Ottawa","1125, promenade Colonel By, Ottawa",5,4,1,yes/oui,yes/oui,yes/oui,yes/oui,no/non,no/non,Private Clubs,Clubs privés,no/non,,2018/01/17 09:09:28+00,,acrylique bleu,,,,,,,,,0
-75.7112004056101,45.1310346829899,26,273,27061,3,Alfred Taylor Recreation Facility - North Gower,Installation récréative Alfred-Taylor - North Gower,Public Tennis Courts,Courts de tennis publics,Green Acrylic,"2300 Community Way, Rideau","2300, voie Community, Rideau",4,0,4,yes/oui,no/non,no/non,yes/oui,no/non,no/non,Public Courts,Courts publics,no/non,,2021/10/07 09:39:38+00,,acrylique vert,"2300 Community Way, Rideau","2300, voie Community, Rideau",,,,,,,4
-75.6901202786415,45.2758337914774,27,1001,27019,27,Four Seasons Park,Parc Four Seasons,Public Tennis Courts,Courts de tennis publics,Green Acrylic,"4386 Spratt Road, Gloucester","4386, chemin Spratt, Gloucester",2,0,2,no/non,no/non,no/non,yes/oui,no/non,no/non,Public Courts,Courts publics,no/non,,2022/03/21 15:00:05+00,,acrylique vert,"4386 Spratt Road, Gloucester","4386, chemin Spratt, Gloucester",,,,,,,2
-75.691842704774,45.4020175435239,28,638,3204,19,Glebe Community Centre and St James Tennis Courts,Centre communautaire Glebe et terrains de tennis St-James,St. James Tennis Club,Club de tennis St-James,Green Acrylic,"690 Lyon Street South, Ottawa","690, rue Lyon Sud, Ottawa",4,0,4,yes/oui,yes/oui,yes/oui,yes/oui,no/non,no/non,Membership Clubs,Abonnement des clubs,no/non,,2022/03/28 09:28:01+00,,acrylique vert,"690 Lyon Street South, Ottawa","690, rue Lyon Sud, Ottawa",,,,,,,0
-75.4634582617728,45.3651393823152,29,365,27024,23,Harkness Park,Parc Harkness,Public Tennis Courts,Courts de tennis publics,Green Acrylic,"6020 Piperville Road, Gloucester","6020, chemin Piperville, Gloucester",2,0,2,no/non,no/non,no/non,yes/oui,no/non,no/non,Public Courts,Courts publics,no/non,,2022/03/30 14:35:25+00,,acrylique vert,"6020 Piperville Road, Gloucester","6020, chemin Piperville, Gloucester",,,,,,,0
-75.6420042428796,45.2304220052944,30,976,27039,33,Harold Barnhart Park,Parc Harold-Barnhart,Public Tennis Courts,Courts de tennis publics,Green Acrylic,"5650 Scobie Crescent, Osgoode","5650, croissant Scobie, Osgoode",2,0,2,no/non,no/non,no/non,yes/oui,no/non,no/non,Public Courts,Courts publics,no/non,,2022/03/30 15:16:52+00,,acrylique vert,"5650 Scobie Crescent, Osgoode","5650, croissant Scobie, Osgoode",,,,,,,2
-75.582936486163,45.3237608490956,31,1625,57567,,Slate Park,Parc Slate,Public Tennis Courts,Courts de tennis publics,Asphalt,100 Highgarden Terrace,"100, terrasse Highgarden",2,0,2,no/non,no/non,no/non,yes/oui,no/non,no/non,Public Courts,Courts publics,no/non,,2022/07/22 14:07:48+00,2022/07/22 14:01:06+00,asphalte,"13 Slate Street, Goulbourn","13, rue Slate, Goulbourn",,,,,,,2
-75.6896024394061,45.4148059459515,32,522,3747,34,Jack Purcell Park,Parc Jack-Purcell,Public Tennis Courts,Courts de tennis publics,Blue Acrylic,"320 Jack Purcell Lane, Ottawa","320, ruelle Jack-Purcell, Ottawa",1,0,1,yes/oui,no/non,yes/oui,yes/oui,no/non,no/non,Public Courts,Courts publics,no/non,,2018/01/17 09:09:59+00,,acrylique bleu,"320 Jack Purcell Lane, Ottawa","320, ruelle Jack-Purcell, Ottawa",,,,,,,0
-75.6757119329999,45.4442208317917,33,942,3758,11,Lindenlea Park,Parc Lindenlea,Lindenlea Tennis Club,Club de tennis de Lindenlea,Green Acrylic,"15 Rockcliffe Way, Ottawa","15, voie Rockcliffe, Ottawa",3,0,3,no/non,no/non,yes/oui,yes/oui,no/non,no/non,Membership Clubs,Abonnement des clubs,no/non,,2018/01/17 09:10:37+00,,acrylique vert,"15 Rockcliffe Way, Ottawa","15, voie Rockcliffe, Ottawa",,,,,,,0
-75.7295545661029,45.336834123291,34,1190,7103,74,Tanglewood Park,Parc Tanglewood,Public Tennis Courts,Courts de tennis publics,Blue Acrylic,"30 Woodfield Drive, Nepean","30, promenade Woodfield, Nepean",2,0,2,yes/oui,no/non,no/non,yes/oui,no/non,no/non,Public Courts,Courts publics,no/non,,2018/01/17 09:10:37+00,,acrylique bleu,"30 Woodfield Drive, Nepean","30, promenade Woodfield, Nepean",,,,,,,0
-75.9249319024976,45.2601682339072,35,1160,27062,2,Alexander Grove Park,Parc Alexander-Grove,Public Tennis Courts,Courts de tennis publics,Blue Acrylic,"10 Warner Colpitts Lane, Goulbourn","10, ruelle Warner-Colpitts, Goulbourn",3,0,3,yes/oui,no/non,no/non,yes/oui,yes/oui,yes/oui,Public Courts,Courts publics,no/non,,2021/10/06 10:45:02+00,,acrylique bleu,"10 Warner Colpitts Lane, Goulbourn","10, ruelle Warner-Colpitts, Goulbourn",,,,,,,2
-75.4544671417733,45.4786855136289,36,1681,53541,,Coyote Trail Park,Parc Coyote Trail,Public Tennis Courts,Courts de tennis publics,Asphalt,1829 Trim Road,"1829, chemin Trim",2,0,2,no/non,no/non,no/non,yes/oui,no/non,no/non,Public Courts,Courts publics,no/non,,2021/08/16 10:31:52+00,2021/08/16 10:23:10+00,asphalte,1829 Trim Road,"1829, chemin Trim",,,,,,,2
-75.731334713484,45.3975642371792,37,495,27054,6,Fisher Park,Parc Fisher,Elmdale Tennis Club,Club de tennis Elmdale,Clay,"250 Holland Avenue, Ottawa","250, avenue Holland, Ottawa",6,0,6,yes/oui,yes/oui,no/non,yes/oui,no/non,no/non,Membership Clubs,Abonnement des clubs,no/non,,2018/01/17 09:09:17+00,,argile,"250 Holland Avenue, Ottawa","250, avenue Holland, Ottawa",,,,,,,0
-75.3428423893472,45.4407550450542,38,970,27052,82,Yves Chénier Park,Parc Yves-Chénier,Public Tennis Courts,Courts de tennis publics,Green Acrylic,"3585 Sarsfield Road, Cumberland","3585, chemin Sarsfield, Cumberland",2,0,2,yes/oui,no/non,no/non,yes/oui,no/non,no/non,Public Courts,Courts publics,no/non,,2018/01/17 09:10:00+00,,acrylique vert,"3585 Sarsfield Road, Cumberland","3585, chemin Sarsfield, Cumberland",,,,,,,0
-75.5507587554307,45.2664586846494,39,2488,35821,,Greely Village Park,Parc du village de Greely,Public Tennis Courts,Courts de tennis publics,Blue Acrylic,"7292 Parkway Road, Osgoode","7292 Parkway Road, Osgoode",2,0,2,yes/oui,no/non,no/non,yes/oui,no/non,no/non,Public Courts,Courts publics,yes/oui,,2022/03/29 09:57:47+00,2017/04/28 15:45:07+00,acrylique bleu,7292 Parkway Road,"7292, chemin Parkway",,,,,,,2
-75.7456392965238,45.3672406825258,40,456,27029,32,Greenlawn Park,Parc Greenlawn,Public Tennis Courts,Courts de tennis publics,Asphalt,"1145 Greenlawn Crescent, Ottawa","1145, croissant Greenlawn, Ottawa",2,0,2,no/non,no/non,yes/oui,yes/oui,no/non,no/non,Public Courts,Courts publics,no/non,,2022/03/29 14:33:15+00,,asphalte,"1145 Greenlawn Crescent, Ottawa","1145, croissant Greenlawn, Ottawa",,,,,,,2
-75.6295038874604,45.3895540184554,41,37,3720,12,Canterbury Park,Parc Canterbury,Public Tennis Courts,Courts de tennis publics,Green Acrylic,"2185 Arch Street, Ottawa","2185, rue Arch, Ottawa",2,0,2,no/non,no/non,yes/oui,yes/oui,no/non,no/non,Public Courts,Courts publics,no/non,,2018/01/17 09:10:02+00,,acrylique vert,"2185 Arch Street, Ottawa","2185, rue Arch, Ottawa",,,,,,,0
-75.7574420481411,45.3609845276716,42,742,3769,53,Navaho Park,Parc Navaho,Public Tennis Courts,Courts de tennis publics,Asphalt,"2031 Navaho Drive, Ottawa","2031, promenade Navaho, Ottawa",2,0,2,no/non,no/non,yes/oui,yes/oui,no/non,no/non,Public Courts,Courts publics,no/non,,2021/08/18 10:51:59+00,,asphalte,"2031 Navaho Drive, Ottawa","2031, promenade Navaho, Ottawa",,,,,,,0
-75.6471102822259,45.3850117730532,43,1146,3736,26,Rabbi Bulka Kindness Park,Parc de la Bonté rabbin Bulka,Public Tennis Courts,Courts de tennis publics,Asphalt,"2330 Virginia Drive, Ottawa","2330, promenade Virginia, Ottawa",2,0,2,no/non,no/non,yes/oui,yes/oui,no/non,yes/oui,Public Courts,Courts publics,no/non,,2021/08/18 10:51:59+00,,asphalte,"2330 Virginia Drive, Ottawa","2330, promenade Virginia, Ottawa",,,,,,,0
-75.6103872603106,45.3200274280726,44,2457,53507,,Diamond Jubilee Park,Parc du Jubilé de Diamant,Public Tennis Courts,Courts de tennis publics,Asphalt,"2810 Findlay Creek Drive / 4008 Kelly Farm Drive, Gloucester","2810, promenade Findlay Creek / 4008, promenade Kelly Farm, Gloucester",2,0,2,,no/non,yes/oui,yes/oui,no/non,no/non,Public Courts,Courts publics,no/non,,2021/08/18 10:53:57+00,2021/02/11 11:17:34+00,asphalte,"2810 Findlay Creek Drive / 4008 Kelly Farm Drive, Gloucester","2810, promenade Findlay Creek / 4008, promenade Kelly Farm, Gloucester",,,,,,,2
-75.8816715590871,45.2767837153144,45,2633,53011,,Rouncey Park,Parc Rouncey,Public Tennis Courts,Courts de tennis publics,Asphalt,590 Rouncey Road,"590, chemin Rouncey",2,0,2,yes/oui,no/non,no/non,yes/oui,no/non,no/non,Public Courts,Courts publics,,,2021/08/18 10:53:58+00,2020/10/26 13:17:02+00,asphalte,590 Rouncey Road,"590, chemin Rouncey",,,,,,,2
-75.9400862792197,45.3208988491271,46,2553,52347,4,Devonian Park,Parc Devonian,Public Tennis Courts,Courts de tennis publics,Asphalt,"171 Escarpment Crescent, Kanata","171, croissant Escarpment, Kanata",1,0,1,no/non,no/non,yes/oui,yes/oui,no/non,no/non,Public Courts,Courts publics,yes/oui,,2021/08/18 10:53:59+00,2020/08/06 14:31:42+00,asphalte,171 Escarpment Crescent,"171, croissant Escarpment",,,,,,,1
-75.6587504585398,45.3771218102015,47,,36410,0,,,Tennis Courts - Ridgemont High School,Courts de tennis - Ridgemont High School,Blue Acrylic,"2597 Alta VIsta Drive, Ottawa","2597, promenade Alta Vista",2,0,2,no/non,no/non,no/non,yes/oui,no/non,no/non,School Board Sites,Emplacement des conseils scolaires,no/non,,2021/08/18 09:05:07+00,,acrylique bleu,,,,,,,,,0
-75.695518592052,45.2681106456369,48,2499,35617,,Summerhill Park,Parc Summerhill,Public Tennis Courts,Courts de tennis publics,Blue Acrylic,"560 Summerhill Street, Gloucester","560, rue Summerhill, Gloucester",2,0,2,no/non,no/non,no/non,yes/oui,no/non,no/non,Public Courts,Courts publics,no/non,,2021/08/18 10:38:22+00,2016/06/13 13:50:35+00,acrylique bleu,560 Summerhill Street,"560, rue Summerhill",,,,,,,2
-75.9023046610141,45.328485963945,49,1700,27067,6,Beaverbrook Pool Park,Parc Beaverbrook Pool,Public Tennis Courts,Courts de tennis publics,Green Acrylic,"5 Beaverbrook Road, Kanata","5, chemin Beaverbrook, Kanata",2,0,2,no/non,no/non,no/non,yes/oui,no/non,no/non,Public Courts,Courts publics,no/non,,2021/08/18 10:42:36+00,,acrylique vert,"1002 Beaverbrook Road, Kanata","1002, chemin Beaverbrook, Kanata",,,,,,,2
-75.7983313198002,45.3561317240824,50,458,3748,35,Judge Park,Parc Judge,Public Tennis Courts,Courts de tennis publics,Asphalt,"837 Grenon Avenue, Ottawa","837, avenue Grenon, Ottawa",2,0,2,no/non,no/non,yes/oui,yes/oui,no/non,no/non,Public Courts,Courts publics,no/non,,2021/08/18 10:51:50+00,,asphalte,"837 Grenon Avenue, Ottawa","837, avenue Grenon, Ottawa",,,,,,,0
-75.6411751122454,45.4355458875864,51,,36407,0,,,Tennis Courts - Rideau High School,Courts de tennis - Rideau High School,Asphalt,"815 St. Laurent Boulevard, Ottawa","815, boulevard St. Laurent, Ottawa",4,0,4,no/non,no/non,no/non,yes/oui,no/non,no/non,School Board Sites,Emplacement des conseils scolaires,no/non,,2021/08/18 10:51:50+00,,asphalte,,,,,,,,,0
-75.7958551837881,45.3505313266609,52,459,3744,67,Ruth Wildgen Park,Parc Ruth-Wildgen,Public Tennis Courts,Courts de tennis publics,Asphalt,"1099 Grenon Avenue, Ottawa","1099, avenue Grenon, Ottawa",1,0,1,no/non,no/non,no/non,yes/oui,no/non,no/non,Public Courts,Courts publics,no/non,,2021/08/18 10:51:51+00,,asphalte,"1099 Grenon Avenue, Ottawa","1099, avenue Grenon, Ottawa",,,,,,,0
-75.6034855471019,45.4196530719214,53,1068,27051,81,Woodburn Park,Parc Woodburn,Public Tennis Courts,Courts de tennis publics,Asphalt,"1819 Stonehenge Crescent, Gloucester","1819, croissant Stonehenge, Gloucester",2,0,2,yes/oui,no/non,yes/oui,yes/oui,no/non,no/non,Public Courts,Courts publics,no/non,,2021/08/18 10:51:51+00,,asphalte,"1819 Stonehenge Crescent, Gloucester","1819, croissant Stonehenge, Gloucester",,,,,,,2
-75.7926388287954,45.3676695739323,54,141,3756,42,Lincoln Heights Park,Parc Lincoln Heights,Public Tennis Courts,Courts de tennis publics,Asphalt,"265 Britannia Road, Ottawa","265, chemin Britannia, Ottawa",2,0,2,no/non,no/non,yes/oui,yes/oui,no/non,no/non,Public Courts,Courts publics,no/non,,2021/08/18 10:51:52+00,,asphalte,"265 Britannia Road, Ottawa","265, chemin Britannia, Ottawa",,,,,,,2
-75.7782590352068,45.3629350277453,55,,36400,0,,,Tennis Courts - Woodroffe High School,Courts de tennis - Woodroffe High School,Asphalt,"2410 Georgina Drive, Ottawa","2410, promenade Georgina, Ottawa",4,0,4,no/non,no/non,no/non,yes/oui,no/non,no/non,School Board Sites,Emplacement des conseils scolaires,no/non,,2021/08/18 10:51:53+00,,asphalte,,,,,,,,,0
-75.5129318432701,45.4856514194396,56,591,27011,47,Marsha Park,Parc Marsha,Public Tennis Courts,Courts de tennis publics,Green Acrylic,"855 Lawnsberry Drive, Cumberland","855, promenade Lawnsberry, Cumberland",2,0,2,yes/oui,no/non,no/non,yes/oui,no/non,no/non,Public Courts,Courts publics,no/non,,2021/08/17 14:51:09+00,,acrylique vert,"855 A Lawnsberry Drive, Cumberland","855 A, promenade Lawnsberry, Cumberland",,,,,,,2
-75.765759305015,45.3834256630683,57,1163,3762,48,McKellar Park,Parc McKellar,Public Tennis Courts,Courts de tennis publics,Blue Acrylic,"539 Wavell Avenue, Ottawa","539, avenue Wavell, Ottawa",2,0,2,no/non,no/non,yes/oui,yes/oui,no/non,no/non,Public Courts,Courts publics,no/non,,2021/08/17 14:59:21+00,,acrylique bleu,"539 Wavell Avenue, Ottawa","539, avenue Wavell, Ottawa",,,,,,,2
-75.9088743757584,45.2428443835221,58,2540,52319,,Howard A. Maguire Park,Parc Howard-A.-Maguire,Public Tennis Courts,Courts de tennis publics,Asphalt,560 Parade Drive,"560, promenade Parade, Goulbourn",1,0,1,no/non,no/non,yes/oui,yes/oui,no/non,no/non,Public Courts,Courts publics,yes/oui,,2021/08/17 15:28:45+00,2020/08/05 15:46:40+00,asphalte,560 Parade Drive,"560, promenade Parade",,,,,,,1
-75.7309427129485,45.2398322977988,59,2507,52527,,Guinness Park,Parc Guinness,Public Tennis Courts,Courts de tennis publics,Blue Acrylic,120 Ramsgrange Street,"120, rue Ramsgrange",2,0,2,no/non,no/non,yes/oui,yes/oui,no/non,no/non,Public Courts,Courts publics,yes/oui,,2021/08/17 13:35:43+00,2020/10/21 11:59:05+00,acrylique bleu,120 Ramsgrange Street,"120, rue Ramsgrange",,,,,,,2
-75.6000251198465,45.4540623680199,60,,36398,0,,,Tennis Courts - Colonel By Secondary School,Courts de tennis - Colonel By Secondary School,Blue Acrylic,"2381 Ogilvie Road, Gloucester","2381, chemin Ogilvie, Gloucester",7,0,7,yes/oui,no/non,yes/oui,yes/oui,no/non,no/non,School Board Sites,Emplacement des conseils scolaires,no/non,,2018/01/17 09:10:25+00,,acrylique bleu,,,,,,,,,0
-75.4981666661364,45.4679500019655,61,843,27002,17,Kinsella Park,Parc Kinsella,Queenswood/Fallingbrook Tennis Club - Kinsella,Club de tennis de Queenswood/Fallingbrook - Kinsella,Green Acrylic,"1600 Prestwick Drive, Cumberland","1600, promenade Prestwick, Cumberland",4,0,4,yes/oui,yes/oui,yes/oui,yes/oui,no/non,no/non,Membership Clubs,Abonnement des clubs,no/non,,2018/01/17 09:10:27+00,,acrylique vert,"1600 Prestwick Drive, Cumberland","1600, promenade Prestwick, Cumberland",,,,,,,0
-75.6130854356064,45.4014259431773,62,,36404,0,,,Ottawa Athletic Club (Tennis),Club d'athlétisme d'Ottawa (tennis),Blue Acrylic,"2525 Lancaster Road, Ottawa","2525, chemin Lancaster, Ottawa",14,8,6,yes/oui,yes/oui,yes/oui,yes/oui,no/non,no/non,Private Clubs,Clubs privés,no/non,,2018/01/17 09:10:23+00,,acrylique bleu,,,,,,,,,0
-75.6340212769707,45.3626806763813,63,631,36397,31,Bruff Park,Parc Bruff,Public Tennis Courts,Courts de tennis publics,Green Acrylic,"250 Lorry Greenberg Drive, Ottawa","250, promenade Lorry-Greenberg, Ottawa",2,0,2,no/non,no/non,yes/oui,yes/oui,no/non,no/non,Public Courts,Courts publics,no/non,,2021/11/19 13:26:19+00,,asphalte,"250 Lorry Greenberg Drive, Ottawa","250, promenade Lorry-Greenberg, Ottawa",,,,,,,2
-75.6135506398544,45.4597293917451,64,271,27018,19,Combermere Park,Parc Combermere,Public Tennis Courts,Courts de tennis publics,Green Acrylic,"11 Combermere Lane, Gloucester","11, ruelle Combermere, Gloucester",3,0,3,yes/oui,no/non,yes/oui,yes/oui,no/non,no/non,Public Courts,Courts publics,no/non,,2021/11/30 08:47:19+00,,acrylique vert,"11 Combermere Lane, Gloucester","11, ruelle Combermere, Gloucester",,,,,,,2
-75.6866127113932,45.4378647299107,65,1056,27040,54,New Edinburgh Park,Parc New Edinburgh,Public Tennis Courts,Courts de tennis publics,Blue Acrylic,"193 Stanley Avenue, Ottawa","193, avenue Stanley, Ottawa",2,0,2,no/non,no/non,yes/oui,yes/oui,no/non,yes/oui,Public Courts,Courts publics,no/non,,2018/01/17 09:09:34+00,,acrylique bleu,"203 Stanley Avenue, Ottawa","203, avenue Stanley, Ottawa",,,,,,,0
-75.6965708713893,45.4059884535045,66,223,3725,17,Chamberlain Park,Parc Chamberlain,Public Tennis Courts,Courts de tennis publics,Green Acrylic,"80 Chamberlain Avenue, Ottawa","80, avenue Chamberlain, Ottawa",2,0,2,no/non,no/non,no/non,yes/oui,no/non,no/non,Public Courts,Courts publics,no/non,,2018/01/17 09:09:34+00,,acrylique vert,"80 Chamberlain Avenue, Ottawa","80, avenue Chamberlain, Ottawa",,,,,,,0
-75.6861130540592,45.4154858529286,67,415,3787,72,St. Luke's Park,Parc St. Luke,Leon Katz Public Tennis Courts,Courts de tennis publics de Leon-Katz,Green Acrylic,"166 Frank Street, Ottawa","166, rue Frank, Ottawa",2,0,2,yes/oui,no/non,yes/oui,yes/oui,no/non,no/non,Public Courts,Courts publics,no/non,,2018/01/17 09:09:36+00,,acrylique vert,"166 Frank Street, Ottawa","166, rue Frank, Ottawa",,,,,,,0
-75.6139976900488,45.3987139335606,68,1021,3786,68,Sheffield Glen Park,Parc Sheffield Glen,Public Tennis Courts,Courts de tennis publics,Green Acrylic,"2320 Southvale Crescent, Ottawa","2320, croissant Southvale, Ottawa",2,0,2,no/non,no/non,no/non,yes/oui,no/non,no/non,Public Courts,Courts publics,no/non,,2018/01/17 09:10:03+00,,acrylique vert,"2320 Southvale Crescent, Ottawa","2320, croissant Southvale, Ottawa",,,,,,,0
-75.7305816755442,45.3149905863518,69,49,27056,10,Grenfell Glen Park,Parc Grenfell Glen,Grenfell Tennis Club - Grenfell Glen Site,Club de tennis Grenfell - Emplacement Grenfell Glen,Blue Acrylic,"53 Avonlea Road, Nepean","53, chemin Avonlea, Nepean",2,0,2,yes/oui,no/non,no/non,yes/oui,no/non,no/non,Membership Clubs,Abonnement des clubs,no/non,,2018/01/17 09:10:11+00,,acrylique bleu,"53 Avonlea Road, Nepean","53, chemin Avonlea, Nepean",,,,,,,0
-75.7742504083543,45.3336317647647,70,449,27058,4,Craig Henry Park,Parc Craig-Henry,Craig Henry Tennis Club,Club de tennis Craig-Henry,Green Acrylic,"135 Craig Henry Drive, Nepean","135, promenade Craig-Henry, Nepean",8,0,8,yes/oui,yes/oui,yes/oui,yes/oui,yes/oui,yes/oui,Membership Clubs,Abonnement des clubs,no/non,,2018/01/17 09:10:11+00,,acrylique vert,"135 Craig Henry Drive, Nepean","135, promenade Craig-Henry, Nepean",,,,,,,0
